word,definition
"cryptogamous","of or relating to a cryptogam"
"cryptobiotic","of or related to the state of cryptobiosis"
"cataphoretic","of or relating to electrophoresis"
"custard-like","resembling custard in consistency"
"colorimetric","of or relating to colorimetry"
"concretistic","of or relating to concrete representations of abstractions"
"chylifactive","producing or converting into chyle"
"chylifactory","producing or converting into chyle"
"craniometric","of or relating to craniometry"
"carbonaceous","relating to or consisting of or yielding carbon"
"calligraphic","of or relating to or expressed in calligraphy"
"conspirative","relating to or characteristic of conspiracy or conspirators"
"classicistic","of or relating to classicism"
"catechetical","of or relating to or involving catechesis"
"congenerical","belonging to the same genus"
"Carthaginian","of or relating to or characteristic of ancient Carthage or its people or their language"
"consummation","the act of bringing to completion or fruition"
"capitulation","the act of surrendering (usually under agreed conditions)"
"capitulation","a summary that enumerates the main parts of a topic"
"capitulation","a document containing the terms of surrender"
"confiscation","seizure by the government"
"counterpunch","a return punch (especially by a boxer)"
"cancellation","the act of cancelling"
"cancellation","the speech act of revoking or annulling or making void"
"commencement","the act of starting something"
"commencement","an academic exercise in which diplomas are conferred"
"commencement","the time at which something is supposed to begin"
"constitution","the act of forming or establishing something"
"constitution","the way in which someone or something is composed"
"constitution","law determining the fundamental political principles of a government"
"compensation","the act of compensating for service or loss or injury"
"compensation","something (such as money) given or received as payment or reparation (as for a service or loss or injury)"
"compensation","(psychiatry) a defense mechanism that conceals your undesirable shortcomings by exaggerating desirable behaviors"
"constipation","the act of making something futile and useless (as by routine)"
"constipation","irregular and infrequent or difficult evacuation of the bowels"
"countermarch","(military) a march in the reverse direction or back along the same route"
"countermarch","to change the order of soldiers during a march"
"countermarch","to march back along the same way"
"canulization","the insertion of a cannula or tube into a hollow body organ"
"canulisation","the insertion of a cannula or tube into a hollow body organ"
"crop-dusting","the dispersion of fungicides or insecticides or fertilizer on growing crops (often from a low-flying aircraft)"
"condensation","the act of increasing the density of something"
"condensation","(psychoanalysis) an unconscious process whereby two ideas or images combine into a single symbol"
"condensation","a shortened version of a written work"
"condensation","the process or result of becoming smaller or pressed together"
"condensation","atmospheric moisture that has condensed because of cold"
"condensation","the process of changing from a gaseous to a liquid or solid state"
"circumcision","the act of circumcising"
"circumcision","the act of circumcising performed on males eight days after birth as a Jewish and Muslim religious rite"
"cockfighting","participation in the sport of matching gamecocks in a cockfight"
"conviviality","a boisterous celebration"
"conviviality","a jovial nature"
"choreography","a show involving artistic dancing"
"choreography","a notation used by choreographers"
"choreography","the representation of dancing by symbols as music is represented by notes"
"cardinalship","the office of cardinal"
"chairmanship","the position of chairman"
"chaplainship","the position of chaplain"
"calisthenics","light exercises designed to promote general fitness"
"calisthenics","the practice of calisthenic exercises"
"cryptography","act of writing in code or cipher"
"cryptography","the science of analyzing and deciphering codes and ciphers and cryptograms"
"chemotherapy","the use of chemical agents to treat or control disease (or mental illness)"
"chemosurgery","use of chemical to destroy diseased or malignant tissue"
"callosectomy","severing the corpus callosum so that communication between the cerebral hemispheres is interrupted (in cases of severe intractable epilepsy)"
"Curietherapy","the use of radium in radiation therapy"
"chiropractic","a method of treatment that manipulates body structures (especially the spine) to relieve low back pain or even headache or high blood pressure"
"chlorination","disinfection of water by the addition of small amounts of chlorine or a chlorine compound"
"chlorination","the addition or substitution of chlorine in organic compounds"
"carelessness","failure to act with the prudence that a reasonable person would exercise under the same circumstances"
"carelessness","the quality of not being careful or taking pains"
"charlatanism","the dishonesty of a charlatan"
"covetousness","reprehensible acquisitiveness"
"covetousness","extreme greed for material wealth"
"covetousness","an envious eagerness to possess something"
"contribution","the part played by a person in bringing about a result"
"contribution","a writing for publication especially one of a collection of writings as an article or story"
"contribution","an amount of money contributed"
"contribution","a voluntary gift , as of money or service or ideas, made to some worthwhile cause"
"conservation","the preservation and careful management of the environment and of natural resources"
"conservation","(physics) the maintenance of a certain quantities unchanged during chemical reactions or physical transformations"
"conservation","an occurrence of improvement by virtue of preventing loss or injury or other change"
"coordination","the regulation of diverse elements into an integrated and harmonious operation"
"coordination","being of coordinate importance, rank, or degree"
"coordination","the skillful and effective interaction of movements"
"coordination","the grammatical relation of two constituents having the same grammatical form"
"cardiography","diagnostic procedure consisting of recording the activity of the heart electronically with a cardiograph (and producing a cardiogram)"
"cunnilinctus","oral stimulation of the vulva or clitoris"
"construction","drawing a figure satisfying certain conditions as part of solving a problem or proving a theorem"
"construction","the act of constructing something"
"construction","the commercial activity involved in repairing old structures or constructing new ones"
"construction","a thing constructed"
"construction","the creation of a construct"
"construction","a group of words that form a constituent of a sentence and are considered as a single unit"
"construction","an interpretation of a text or action"
"crenellation","the action of constructing ramparts with gaps for firing guns or arrows"
"crenellation","a rampart built around the top of a castle with regular gaps for firing arrows or guns"
"codification","the act of codifying"
"codification","a set of rules or principles or laws (especially written ones)"
"cephalometry","measurement of human heads"
"continuation","the act of continuing an activity without interruption"
"continuation","the consequence of being lengthened in duration"
"continuation","a Gestalt principle of organization holding that there is an innate tendency to perceive a line as continuing its established direction"
"continuation","a part added to a book or play that continues and extends it"
"confirmation","a sacrament admitting a baptized person to full participation in the church"
"confirmation","a ceremony held in the synagogue (usually at Pentecost) to admit as adult members of the Jewish community young men and women who have successfully completed a course of study in Judaism"
"confirmation","additional proof that something that was believed (some fact or hypothesis or theory) is correct"
"confirmation","information that confirms or verifies"
"confirmation","making something valid by formally ratifying or confirming it"
"canonization","(Roman Catholic and Eastern Orthodox Church) the act of admitting a deceased person into the canon of saints"
"canonisation","(Roman Catholic and Eastern Orthodox Church) the act of admitting a deceased person into the canon of saints"
"consecration","(religion) sanctification of something by setting it apart (usually with religious rites) as dedicated to God"
"consecration","a solemn commitment of your life or your time to some cherished purpose, especially to a service or a goal"
"complication","the act or process of complicating"
"complication","puzzling complexity"
"complication","a development that complicates a situation"
"complication","a situation or condition that is complex or confused"
"complication","any disease or disorder that occurs during the course of (or because of) another disease"
"conveyancing","act of transferring property title from one person to another"
"constriction","the action or process of compressing"
"constriction","a tight feeling in some part of the body"
"constriction","tight or narrow compression"
"constriction","a narrowing that reduces the flow through a channel"
"conciliation","the act of placating and overcoming distrust and animosity"
"conciliation","any of various forms of mediation whereby disputes may be settled short of arbitration"
"conciliation","the state of manifesting goodwill and cooperation after being reconciled"
"canalization","management through specified channels of communication"
"canalization","the production of a canal or a conversion to canals"
"canalisation","management through specified channels of communication"
"canalisation","the production of a canal or a conversion to canals"
"conscription","compulsory military service"
"crosscurrent","actions counter to the main group activity"
"crosscurrent","a stretch of turbulent water in a river or the sea caused by one current flowing into or across another current"
"counterclaim","a claim filed in opposition to another claim in a legal action"
"counterclaim","to set up a claim in opposition to a previous claim"
"chastisement","verbal punishment"
"chastisement","a rebuke for making a mistake"
"condemnation","(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed"
"condemnation","(law) the act of condemning (as land forfeited for public use) or judging to be unfit for use (as a food product or an unsafe building)"
"condemnation","an expression of strong disapproval"
"condemnation","an appeal to some supernatural power to inflict evil on someone or some group"
"condemnation","the condition of being strongly disapproved of"
"conformation","acting according to certain accepted standards"
"conformation","any spatial attributes (especially as defined by outline)"
"conformation","a symmetrical arrangement of the parts of a thing"
"championship","the act of providing approval and support"
"championship","a competition at which a champion is chosen"
"championship","the status of being a champion"
"congregation","the act of congregating"
"congregation","an assemblage of people or animals or things collected together"
"congregation","a group of people who adhere to a common faith and habitually attend a given church"
"congregating","the act of congregating"
"colonization","the act of colonizing"
"colonisation","the act of colonizing"
"consultation","the act of referring or consulting"
"consultation","a conference between two or more people to consider a particular question"
"consultation","a conference, usually with someone important"
"cantillation","liturgical chanting"
"ceratosaurus","primitive medium-sized theropod"
"capercailzie","large black Old World grouse"
"coelenterate","radially symmetrical animals having saclike bodies with only one opening and tentacles with stinging structures"
"catamountain","bushy-tailed wildcat of Europe that resembles the domestic cat and is regarded as the ancestor of the domestic cat"
"cardinalfish","small red fishes of coral reefs and inshore tropical waters"
"caravanserai","an inn in some eastern countries with a large courtyard that provides accommodation for caravans"
"checkerboard","a board having 64 squares of two alternating colors"
"cefoperazone","a parenteral cephalosporin (trade name Cefobid) used for severe infections"
"cerivastatin","an oral drug (trade name Baycol) to reduce blood cholesterol levels"
"chesterfield","a fitted overcoat with a velvet collar"
"chesterfield","an overstuffed davenport with upright armrests"
"chesterfield","a sofa or couch"
"chapterhouse","a house used as a residence by a chapter of a fraternity"
"chapterhouse","a building attached to a monastery or cathedral"
"charterhouse","a Carthusian monastery"
"chromatogram","the recording (column or paper strip) on which the constituents of a mixture are adsorbed in chromatography"
"chlorambucil","an alkalating agent (trade name Leukeran) used to treat some kinds of cancer"
"chloramine-T","any of several compounds containing chlorine and nitrogen"
"clapperboard","photographic equipment used to synchronize sound and motion picture"
"chimneystack","the part of the chimney that is above the roof"
"clomipramine","a tricyclic antidepressant drug"
"clothesbrush","a brush used for cleaning clothing"
"clothespress","a closet where clothes are stored"
"clotheshorse","a framework on which to hang clothes (as for drying)"
"clotheshorse","a man who is much concerned with his dress and appearance"
"confessional","a booth where a priest sits to hear confessions"
"companionway","a stairway or ladder that leads from one deck to another on a ship"
"conservatory","a greenhouse in which plants are arranged in a pleasing manner"
"conservatory","a schoolhouse with special facilities for fine arts"
"conservatory","the faculty and students of a school specializing in one of the fine arts"
"counterpoise","a weight that balances another weight"
"counterpoise","to constitute a counterweight or counterbalance to"
"cross-stitch","embroidery done with pairs of stitches that cross each other"
"cross-stitch","two stitches forming a cross or X"
"customshouse","a government building where customs are collected and where ships are cleared to enter or leave the country"
"cyclopropane","a colorless flammable gas sometimes used as an inhalation anesthetic"
"casino-hotel","a building that houses both a hotel and a casino"
"casino-hotel","a business establishment that combines a casino and a hotel"
"chimneypiece","shelf that projects from wall above fireplace"
"cheerfulness","the quality of being cheerful and dispelling gloom"
"cheerfulness","a feeling of spontaneous good spirits"
"compulsivity","the trait of acting compulsively"
"complaisance","a disposition or tendency to yield to the will of others"
"contrariness","a fussy and eccentric disposition"
"contrariness","deliberate and stubborn unruliness and resistance to guidance or discipline"
"carefreeness","the trait of being without worry or responsibility"
"carefreeness","the cheerful feeling you have when nothing is troubling you"
"congeniality","a congenial disposition"
"congeniality","compatibility between persons"
"cautiousness","the trait of being cautious"
"concreteness","the quality of being concrete (not abstract)"
"credibleness","the quality of being believable or trustworthy"
"corporeality","the quality of being physical"
"completeness","(logic) an attribute of a logical system that is so constituted that a contradiction arises if any proposition is introduced that cannot be derived from the axioms of the system"
"completeness","the state of being complete and entire"
"civilization","the quality of excellence in thought and manners and taste"
"civilization","a society in an advanced state of social development (e.g., with complex legal and political and religious organizations)"
"civilization","a particular society at a particular time and place"
"civilization","the social process whereby societies achieve an advanced stage of development and organization"
"civilisation","the quality of excellence in thought and manners and taste"
"civilisation","a society in an advanced state of social development (e.g., with complex legal and political and religious organizations)"
"civilisation","a particular society at a particular time and place"
"civilisation","the social process whereby societies achieve an advanced stage of development and organization"
"clearcutness","clarity as a consequence of precision"
"cowardliness","the trait of lacking courage"
"clannishness","tendency to associate with only a select group"
"cliquishness","tendency to associate with only a select group"
"cohesiveness","the property of being cohesive and sticky"
"cohesiveness","the state of cohering or sticking together"
"connectivity","the property of being connected or the degree to which something has connections"
"childishness","a property characteristic of a child"
"correctitude","correct or appropriate behavior"
"chromaticity","the quality of a color as determined by its dominant wavelength"
"columniation","(architecture) the arrangement of columns (especially freestanding columns) in a structure"
"concomitance","occurrence or existence together or in connection with one another"
"cytomembrane","a thin membrane (a double layer of lipids) enclosing the cytoplasm of a cell"
"cytoskeleton","a microscopic network of actin filaments and microtubules in the cytoplasm of many living cells that gives the cell shape and coherence"
"chondriosome","an organelle containing enzymes responsible for producing energy"
"creativeness","the ability to create"
"confusedness","a mental state characterized by a lack of clear and orderly thought and behavior"
"cocksureness","total certainty or greater certainty than circumstances warrant"
"comatoseness","a state of deep and often prolonged unconsciousness"
"countercheck","something that checks the correctness of a previous check"
"countercheck","a check that restrains another check"
"countercheck","to check a second time"
"countercheck","to oppose or check by a counteraction"
"conditioning","a learning process in which an organism's behavior becomes dependent on the occurrence of a stimulus in its environment"
"circumstance","information that should be kept in mind when making a decision"
"circumstance","formal ceremony about important occasions"
"circumstance","a condition that accompanies or influences some event or activity"
"circumstance","the set of facts or circumstances that surround a situation or event"
"constatation","an assumption that is basic to an argument"
"cytogenetics","the branch of biology that studies the cellular aspects of heredity (especially the chromosomes)"
"classicalism","a movement in literature and art during the 17th and 18th centuries in Europe that favored rationality and restraint and strict forms"
"cyberculture","the culture that emerges from the use of computers for communication and entertainment and business"
"collectivism","a political theory that the people should own the means of production"
"collectivism","Soviet communism"
"conservatism","a political or theological orientation advocating the preservation of the best in society and opposing radical changes"
"crossheading","a heading of a subsection printed within the body of the text"
"continuative","an uninflected function word that serves to conjoin words or phrases or clauses or sentences"
"chrestomathy","a selection of passages from different authors that is compiled as an aid in learning a language"
"commendation","a message expressing a favorable opinion"
"commendation","an official award (as for bravery or service) usually given as formal public statement"
"calumniation","a false accusation of an offense or a malicious misrepresentation of someone's words or actions"
"counterblast","a vigorous and unrestrained response"
"counterpoint","a musical form involving the simultaneous sound of two or more melodies"
"counterpoint","to write in counterpoint"
"counterpoint","to show differences when compared"
"conversation","the use of speech for informal exchange of views or ideas or information etc."
"chin-wagging","light informal conversation for social occasions"
"cachinnation","loud convulsive laughter"
"contestation","a contentious speech act"
"counteroffer","an offer made by someone who has rejected a prior offer"
"clairvoyance","apparent power to perceive things that are not present to the senses"
"conglobation","an occurrence combining miscellaneous things into a (more or less) rounded mass"
"conglobation","a rounded spherical form"
"contriteness","sorrow for sin arising from fear of damnation"
"commissariat","a stock or supply of foods"
"chitterlings","small intestines of hogs prepared as food"
"cheeseburger","a hamburger with melted cheese on it"
"checkerberry","spicy red berrylike fruit"
"checkerberry","creeping shrub of eastern North America having white bell-shaped flowers followed by spicy red berrylike fruit and shiny aromatic leaves that yield wintergreen oil"
"church-state","a state ruled by religious authority"
"constabulary","the force of policemen and officers"
"commonwealth","a politically organized body of people under a single government"
"commonwealth","a political system in which the supreme power lies in a body of citizens who can elect people to represent them"
"commonwealth","a world organization of autonomous states that are united in allegiance to a central power but are not subordinate to it or to one another"
"commonwealth","the official name of some states in the United States (Massachusetts and Pennsylvania and Virginia and Kentucky) and associated territories (Puerto Rico)"
"constituency","the body of voters who elect a representative for their area"
"chromosphere","a gaseous layer of the sun's atmosphere (extending from the photosphere to the corona) that is visible during a total eclipse of the sun"
"cirrocumulus","a cloud at a high altitude consisting of a series of regularly arranged small clouds resembling ripples"
"cirrostratus","a thin uniform layer of hazy cloud at high altitude"
"cumulonimbus","a dark cloud of great vertical extent charged with electricity"
"communicator","a person who communicates with others"
"cosmographer","a scientist knowledgeable about cosmography"
"car-mechanic","someone whose occupation is repairing and maintaining automobiles"
"cabinetmaker","a woodworker who specializes in making furniture"
"caricaturist","someone who parodies in an exaggerated manner"
"carillonneur","a musician who plays a carillon"
"carpetbagger","an outsider who seeks power or success presumptuously"
"cartographer","a person who makes maps"
"calligrapher","someone skilled in penmanship"
"cardiologist","a specialist in cardiology"
"chain-smoker","a heavy smoker (usually of cigarettes) who lights one off of another"
"confectioner","someone who makes candies and other sweets"
"chimneysweep","someone who cleans soot from chimneys"
"chiropractor","a therapist who practices chiropractic"
"coachbuilder","a craftsman who makes the bodies of motor vehicles"
"commissioner","a government administrator"
"commissioner","a member of a commission"
"co-defendant","a defendant who has been joined together with one or more other defendants in a single action"
"committeeman","a man who is a member of committee"
"churchwarden","an officer in the Episcopal church who helps a parish priest with secular matters"
"councilwoman","a woman who is a council member"
"collaborator","an associate in an activity or endeavor or sphere of common interest"
"collaborator","someone who collaborates with an enemy occupying force"
"collaborator","someone who assists in a plot"
"complexifier","someone makes things complex"
"cheesemonger","someone who sells cheese"
"clarinettist","a musician who plays the clarinet"
"concert-goer","someone who attends concerts"
"concessioner","someone who holds or operates a concession"
"conchologist","a collector and student of mollusc shells"
"corespondent","the codefendant charged with adultery with the estranged spouse in a divorce proceeding"
"conquistador","an adventurer (especially one who led the Spanish conquest of Mexico and Peru in the 16th century)"
"costermonger","a hawker of fruit and vegetables from a barrow"
"crossbencher","a member of the House of Commons who does not vote regularly with either the government or the Opposition"
"counterwoman","someone who attends a counter (as in a diner)"
"cryptanalyst","decoder skilled in the analysis of codes and cryptograms"
"cryptologist","decoder skilled in the analysis of codes and cryptograms"
"countrywoman","a woman from your own country"
"countrywoman","a woman who lives in the country and has country ways"
"craniologist","someone who claims to be able to read your character from the shape of your skull"
"crap-shooter","a gambler who throws dice in the game of craps"
"conductivity","the transmission of heat or electricity or sound"
"conidiophore","a specialized fungal hypha that produces conidia"
"cryptocoryne","any plant of the genus Cryptocoryne"
"cuckooflower","a bitter cress of Europe and America"
"crinkle-root","North American herb with pungent scaly or toothed roots"
"cheeseflower","erect or decumbent Old World perennial with axillary clusters of rosy-purple flowers"
"checkerbloom","perennial purple-flowered wild mallow of western North America that is also cultivated"
"crackerberry","creeping perennial herb distinguished by red berries and clustered leaf whorls at the tips of shoots"
"chlorenchyma","parenchyma whose cells contain chloroplasts"
"conveniences","things that make you comfortable and at ease"
"caenogenesis","introduction during embryonic development of characters or structure not present in the earlier evolutionary history of the strain or species (such as the addition of the placenta in mammalian evolution)"
"cainogenesis","introduction during embryonic development of characters or structure not present in the earlier evolutionary history of the strain or species (such as the addition of the placenta in mammalian evolution)"
"cataphoresis","the motion of charged particles in a colloid under the influence of an electric field"
"cytotoxicity","the degree to which something is toxic to living cells"
"containerful","the quantity that a container will hold"
"commensalism","the relation between two different kinds of organisms when one receives benefits from the other without damaging it"
"culpableness","a state of guilt"
"criminalness","the state of being a criminal"
"colpoxerosis","a condition in which the vagina is unusually dry"
"cryptobiosis","a state in which an animal's metabolic activities come to a reversible standstill"
"cryptorchidy","failure of one or both testes to move into the scrotum as the male fetus develops"
"cryptorchism","failure of one or both testes to move into the scrotum as the male fetus develops"
"clinocephaly","a congenital defect in which the top of the head is depressed (concave instead of convex)"
"clinodactyly","a congenital defect in which one or more toes or fingers are abnormally positioned"
"collywobbles","severe gastroenteritis of unknown etiology"
"cardiomegaly","an abnormal enlargement of the heart"
"criticalness","a state of critical urgency"
"cryaesthesia","hypersensitivity to cold"
"claudication","disability of walking due to crippling of the legs or feet"
"chalcopyrite","a yellow copper ore (CuFeS2) made up of copper and iron sulfide"
"cristobalite","a white mineral consisting of silica"
"chloropicrin","a heavy colorless insoluble liquid compound that causes tears and vomiting"
"chlorpyrifos","a common organophosphate insecticide"
"chalcanthite","hydrated blue crystalline form of copper sulfate"
"carbohydrate","an essential structural component of living cells and source of energy for animals"
"cyclohexanol","a colorless oily alcohol that smells like camphor"
"counterstain","a stain of contrasting color that is used when the principal stain does not show the structure clearly"
"copolymerize","to polymerize together"
"copolymerise","to polymerize together"
"circumscribe","to restrict or confine"
"circumscribe","to draw a line around"
"circumscribe","to draw a geometric figure around another figure so that the two are in contact but do not intersect"
"chronologize","to establish the order in time of something"
"chronologise","to establish the order in time of something"
"Christianise","to convert to Christianity"
"Christianise","to adapt in the name of Christianity"
"Christianize","to convert to Christianity"
"Christianize","to adapt in the name of Christianity"
"channel-surf","to switch channels, on television"
"contemporize","to arrange or represent events so that they co-occur"
"contemporize","to happen at the same time"
"contemporise","to arrange or represent events so that they co-occur"
"contemporise","to happen at the same time"
"congratulate","to say something to someone that expresses praise"
"congratulate","to express congratulations"
"congratulate","to give praise for an achievement"
"congratulate","to be proud of someone or praise them"
"characterize","to describe or portray the character or the qualities or peculiarities of"
"characterize","to be characteristic of"
"characterise","to describe or portray the character or the qualities or peculiarities of"
"characterise","to be characteristic of"
"chickenfight","to fight while sitting on somebody's shoulders"
"conglutinate","to stick together"
"conglutinate","to cause to adhere"
"containerize","to package in a container"
"containerise","to package in a container"
"centrifugate","to rotate at very high speed in order to separate the liquids from the solids"
"collectivize","to bring under collective control"
"collectivise","to bring under collective control"
"circumvolute","to wind or turn in volutions, especially in an inward spiral, as of snail"
"decoratively","in a decorative manner"
"deliberately","with intention"
"deliberately","in a deliberate unhurried manner"
"disdainfully","without respect"
"disdainfully","in a proud and domineering manner"
"depressingly","in a depressing manner or to a depressing degree"
"disruptively","in a disruptive manner"
"demoniacally","in a very agitated manner"
"disregarding","in spite of everything"
"dramatically","in a dramatic manner"
"dramatically","with respect to dramatic value"
"dramatically","in a very impressive manner"
"determinedly","with determination"
"determinedly","with ambition"
"discordantly","in a discordant manner"
"delightfully","in a delightful manner"
"distractedly","in a distracted manner"
"despairingly","with desperation"
"despondently","with desperation"
"demonstrably","in an obvious and provable manner"
"diabolically","as a devil"
"despitefully","in a maliciously spiteful manner"
"disturbingly","in a disturbing manner"
"didactically","in a didactic manner"
"dogmatically","in a narrow-minded dogmatic manner"
"domestically","with respect to home or family"
"domestically","with respect to the internal affairs of a government"
"disagreeably","in a disagreeable manner"
"disastrously","in a disastrous manner"
"dishonorably","in a dishonorable manner or to a dishonorable degree"
"dishonorably","with dishonor"
"dishonorably","in a dishonorable manner"
"disgustingly","in a disgusting manner or to a disgusting degree"
"disjointedly","in a disjointed manner"
"dispiritedly","in a dispirited manner without hope"
"disreputably","in a disreputable manner"
"decipherably","in a legible manner"
"discursively","in a rambling manner"
"degenerative","(of illness) marked by gradual deterioration of organs and cells along with loss of function"
"disagreeable","not to your liking"
"disagreeable","not agreeing with your tastes or expectations"
"disagreeable","unpleasant to interact with"
"double-edged","capable of being interpreted in two usually contradictory ways"
"derivational","characterized by inflections indicating a semantic relation between a word and its base"
"dorsoventral","extending from the back to the belly"
"dark-skinned","having skin rich in melanin pigments"
"dark-skinned","naturally having skin of a dark color"
"disentangled","straightened out"
"deckle-edged","having a rough edge"
"disconsolate","causing dejection"
"disconsolate","sad beyond comforting"
"dark-colored","having a dark color"
"dun-coloured","having a dun color"
"declassified","having had security classification removed"
"dirty-minded","having lewd thoughts"
"dextrorotary","rotating to the right"
"disconnected","lacking orderly continuity"
"disconnected","not plugged in or connected to a power source"
"disconnected","(music) marked by or composed of disconnected parts or sounds"
"disconnected","marked by sudden changes in subject and sharp transitions"
"disconnected","having been divided"
"distributive","serving to distribute or allot or disperse"
"deliquescent","(especially of certain salts) becoming liquid by absorbing moisture from the air"
"disconcerted","having self-possession upset"
"door-to-door","omitting no one"
"door-to-door","of e.g. journeys or deliveries, direct from point of origin to point of destination"
"dissatisfied","in a state of sulky dissatisfaction"
"demonstrable","necessarily or demonstrably true"
"demonstrable","capable of being demonstrated or proved"
"demonstrated","having been demonstrated or verified beyond doubt"
"discontented","showing or experiencing dissatisfaction or restless longing"
"discontinued","stopped permanently or temporarily"
"disputatious","inclined or showing an inclination to dispute or disagree, even to engage in law suits"
"discorporate","not having a material body"
"discourteous","showing no courtesy"
"discourteous","lacking social graces"
"dumbfounding","bewildering or striking dumb with wonder"
"disbelieving","denying or questioning the tenets of especially a religion"
"discretional","having or using the ability to act or decide according to your own discretion or judgment"
"destructible","easily destroyed"
"determinable","capable of being determined or limited or fixed"
"diplomatical","using or marked by tact in dealing with sensitive matters or people"
"discoverable","capable of being ascertained or found out"
"discriminate","marked by the ability to see or make fine distinctions"
"discriminate","recognize or perceive the difference"
"discriminate","distinguish"
"diversionary","(of tactics e.g.) likely or designed to confuse or deceive"
"dissociative","tending to produce dissociation"
"disenchanted","freed from enchantment"
"discouraging","depriving of confidence or hope or enthusiasm and hence often deterring action"
"discouraging","expressing disapproval"
"demoralizing","destructive of morale and self-reliance"
"demoralising","destructive of morale and self-reliance"
"disqualified","disqualified by law or rule or provision"
"disqualified","barred from competition for violation of rules"
"dysphemistic","substitute a harsher or distasteful term for a mild one"
"denunciative","containing warning of punishment"
"denunciatory","containing warning of punishment"
"depreciative","tending to diminish or disparage"
"depreciative","tending to decrease or cause a decrease in value"
"depreciatory","tending to diminish or disparage"
"depreciatory","tending to decrease or cause a decrease in value"
"double-quick","(of a marching cadence) very quick"
"disapproving","expressing or manifesting disapproval"
"dispossessed","physically or spiritually homeless or deprived of security"
"domesticated","accustomed to home life"
"domesticated","converted or adapted to domestic use"
"dark-fruited","bearing dark fruit"
"double-faced","marked by deliberate deceptiveness especially by pretending one set of feelings and acting under the influence of another"
"double-faced","having faces on both sides of a fabric"
"dishonorable","deceptive or fraudulent"
"dishonorable","lacking honor or integrity"
"disciplinary","designed to promote discipline"
"disciplinary","relating to a specific field of academic study"
"disciplinary","relating to discipline in behavior"
"disingenuous","not straightforward or candid"
"debilitating","impairing the strength and vitality"
"debilitative","causing debilitation"
"decipherable","easily deciphered"
"disinherited","deprived of your rightful heritage"
"disheartened","made less hopeful or enthusiastic"
"disorganized","lacking order or methodical arrangement or function"
"disorganised","lacking order or methodical arrangement or function"
"diagrammatic","shown or represented by diagrams"
"dust-covered","covered with a layer of dust"
"dimensioning","indicating or determining size and position in space"
"disorienting","causing loss of physical or intellectual bearings"
"demon-ridden","as if possessed by evil spirits"
"dark-spotted","having dark spots"
"dilettantish","showing frivolous or superficial interest"
"duplicatable","capable of being duplicated"
"disreputable","lacking respectability in character or behavior or appearance"
"disinfectant","preventing infection by inhibiting the growth or action of microorganisms"
"disinfectant","an agent (as heat or radiation or a chemical) that destroys microorganisms that might carry disease"
"deuteranopic","inability to see the color green or to distinguish green and purplish-red"
"decomposable","capable of being partitioned"
"decasyllabic","having or characterized by or consisting of ten syllables"
"disappointed","disappointingly unsuccessful"
"down-and-out","lacking resources (or any prospect of resources)"
"down-and-out","a person who is destitute"
"dumbstricken","as if struck dumb with astonishment and surprise"
"deep-chested","thick in the chest"
"deliberative","involved in or characterized by deliberation and discussion and examination"
"depreciating","tending to decrease or cause a decrease in value"
"deflationary","associated with or tending to cause decreases in consumer prices or increases in the purchasing power of money"
"dicarboxylic","containing two carboxyls per molecule"
"differential","relating to or showing a difference"
"differential","involving or containing one or more derivatives"
"differential","a bevel gear that permits rotation of two shafts at different speeds"
"differential","a quality that differentiates between similar things"
"differential","the result of mathematical differentiation"
"dermatologic","of or relating to or practicing dermatology"
"Dostoevskian","of or relating to or in the style of Feodor Dostoevski"
"defervescent","of or relating to the reduction of a fever"
"departmental","of or relating to a department"
"dictyopteran","of or relating to or belonging to the order Dictyoptera"
"disappearing","the act of leaving secretly or without explanation"
"disinterment","the act of digging something out of the ground (especially a corpse) where it has been buried"
"deviationism","ideological defection from the party line (especially from orthodox communism)"
"deracination","the act of pulling up or out"
"deracination","to move something from its natural environment"
"disgorgement","the reflex act of ejecting the contents of the stomach through the mouth"
"displacement","act of taking the place of another especially using underhanded tactics"
"displacement","act of removing from office or employment"
"displacement","to move something from its natural environment"
"displacement","the act of uniform movement"
"displacement","an event in which something is displaced without rotation"
"displacement","a defense mechanism that transfers affect or reaction from the original object to some more acceptable one"
"displacement","(chemistry) a reaction in which an elementary substance displaces and sets free a constituent element from a compound"
"decapitation","killing by cutting off the head"
"decapitation","execution by cutting off the victim's head"
"dethronement","the act of deposing someone"
"deactivation","the act of deactivating or making ineffective (as a bomb)"
"deactivation","breaking up a military unit (by transfers or discharges)"
"deceleration","the act of decelerating"
"deceleration","a decrease in rate of change"
"deceleration","(physics) a rate of decrease in velocity"
"depreciation","a decrease in price or value"
"depreciation","a communication that belittles somebody or something"
"depreciation","decrease in value of an asset due to obsolescence or use"
"dermabrasion","removal of scars or tattoos by anesthetizing the skin surface and then sanding or scraping off some of the outer skin layer"
"dislodgement","forced removal from a position of advantage"
"divarication","branching at a wide angle"
"dissociation","the act of removing from association"
"dissociation","(chemistry) the temporary or reversible process in which a molecule or ion is broken down into smaller molecules or ions"
"dissociation","a state in which some integrated part of a person's life becomes separated from the rest of the personality and functions independently"
"dorsiflexion","the act of bending backward (of the body or a body part)"
"doubleheader","two games instead of one (especially in baseball when the same two teams play two games on the same day)"
"directorship","the position of a director of a business concern"
"discipleship","the position of disciple"
