word,definition
"tetramethyldiarsine","a poisonous oily liquid with a garlicky odor composed of 2 cacodyl groups"
"tetrafluoroethylene","a flammable gaseous fluorocarbon used in making plastics (polytetrafluoroethylene resins)"
"unpleasant-smelling","having an unpleasant smell"
"uncommunicativeness","the trait of being uncommunicative"
"unconscientiousness","the trait of not being painstaking or careful"
"unconscientiousness","the quality of being willing to ignore the dictates of conscience"
"unselfconsciousness","the quality of being not self-conscious"
"ultracentrifugation","centrifugation at very high speeds"
"ultracrepidarianism","the habit or act of giving opinions outside of one's area of expertise"
"xenotransplantation","a surgical procedure in which tissue or whole organs are transfered from one species to another species"
